"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Antigua and Barbuda","ATG","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","100.330365641973","119.647716589976","157.241517767517","153.977387441954","168.799285820562","174.95905710527","137.822294178769","159.748548497268","167.876997596463","189.876792384625","183.01313543983","169.022832648062","171.766234539125","175.925050130529","180.750868643112","189.405327926164","186.936283616598","116.075660623297","180.896350146144","174.228222328701","158.93331630046","154.15566573084","153.739204545455","123.153465885943","120.437964240276","112.432641206792","118.737312004258","125.374721466567","123.122294353607","120.388557792835","117.405964234221","117.087373660766","105.113538541642","105.920073070861","104.354745914782","103.370358284779","105.476991311322","109.202255681793","99.9705882352941","",
"Australia","AUS","Trade (% of GDP)","NE.TRD.GNFS.ZS","27.064358525846","27.4406934306569","26.5799256505576","26.8455326908049","28.7081565299387","28.4936714328913","28.0741410488246","26.7870967741935","26.7961298291361","25.2982928470905","26.2083197567069","25.6087571673244","24.8700816629547","25.2509605906375","26.4319155294352","29.0745924352609","26.9585087191822","28.7290457685215","28.2763424035416","29.7345431525638","32.4141011800618","31.7094506159442","30.4246008683464","29.2751445637165","28.6252689507756","32.6077887136873","33.1346186369017","32.6185634840918","32.6548246534421","32.1548592682821","32.2639240161748","32.2939141545026","33.1414168402585","35.4759802508289","36.4769670927853","37.7309031911759","38.2183908045977","37.9504575320758","39.9722089627794","39.0063249403863","40.9045779806516","44.117943169588","41.3267798265967","39.9679038865022","36.7277468371478","38.8650319059277","41.017248534887","41.4025700070131","42.1182385195863","44.9469549663517","39.8603636498234","41.2435141279406","42.6955975871972","40.8891991054741","42.3016727482017","41.0069381235193","",
"Austria","AUT","Trade (% of GDP)","NE.TRD.GNFS.ZS","46.5097584886874","44.9072370695355","45.6180901534569","46.2846929359315","46.9855812470221","48.2393149536368","48.9255425298678","48.3085412151414","49.013881174705","52.7252596626323","54.9696245887422","54.4886493630661","54.403976616914","54.5650200857175","59.6858060978213","56.7116891172299","60.0345966135027","60.3958015504449","59.7862201215129","63.4426696957915","66.9566462244748","68.531762050839","64.2445475708299","62.5959693471258","66.7071493943203","70.2226442301094","64.1420867949229","62.9788909270365","66.6949448621269","70.6786350072988","71.6307131729973","70.1875540976832","67.7643079678059","63.390912685645","66.1178130684177","68.3920439678449","70.2065828358711","74.9929690284642","77.08780334435","78.3792689675508","85.4737834816131","87.6386078999824","86.9599494305524","86.4920631986522","90.93434993608","94.162007910778","98.2302554056995","100.818833115617","102.125051112356","86.8070420474124","98.683086269951","104.823901271126","105.000006937503","103.802945148719","102.732330239067","102.112178182482","",
"Azerbaijan","AZE","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.0832196452933","86.8637724550898","140.799983402834","133.420761131129","55.3526580466289","69.4108913675134","85.0633599742374","82.046246691237","77.2335799943033","69.861221484048","77.419454865306","78.2409718564226","92.8174579872131","107.561386692787","121.503364477217","115.833445398283","105.265616073205","96.6446391988858","89.2428968637573","74.7440416836369","74.9859884610856","80.5080450059522","79.3484581905732","75.5937631047234","69.5092051585512","72.63877568668","",
"Burundi","BDI","Trade (% of GDP)","NE.TRD.GNFS.ZS","25.8928574435131","27.5862079836929","29.5081958920413","21.8045114655597","26.1744966082609","22.8822529667839","23.7683401950761","22.6863662585732","23.662507797879","21.7532896713333","22.3097965544679","22.6074300410872","26.8094131157561","24.3489043362581","25.2873351845382","27.2774163190328","30.379360630475","34.8870291528506","31.9340935865245","36.8847861616734","32.1014455985716","31.1810462057784","37.1194209891435","33.7933398239583","35.056316693605","31.8135215539913","34.0388589004453","35.4835346628137","38.5439533047301","32.6893093927341","35.6481395516768","38.4225604772107","38.2261314127976","36.5429966027968","38.7535235814749","40.2046264145201","21.5737222729","24.2753792298716","27.4400299850075","23.5397452788757","22.5537244890286","20.9640456147222","21.6738294069666","27.3763120796107","31.5761181816532","41.646805693479","54.1517904863709","41.4823120441688","47.4179182584123","49.9258729032171","48.0956962350074","47.0192045511925","46.4189800438818","41.6411735610248","41.3070022873188","35.782668855713","",
"Belgium","BEL","Trade (% of GDP)","NE.TRD.GNFS.ZS","76.3013658733824","78.8184721341105","81.1576432460471","84.3825837561852","85.3268781038424","83.9900692062356","88.0357457342498","84.9542938596995","89.2725658349821","96.4912899323802","87.0758025041546","84.9490549800667","84.5787180649479","93.4462479046126","104.495768978865","90.8501180613793","96.1032781185445","94.9763496102847","91.6365514233163","100.831741990439","102.306683920574","109.417686161341","117.06390427629","119.509460317824","127.286436050737","122.963339106446","111.494554813514","109.105628431747","115.55989903239","124.011913158749","120.56967271465","117.712773234039","114.215711339517","108.201663534969","112.388936950299","115.511365408443","118.060093802792","124.366693263271","123.484495687655","123.99724026107","141.079071496619","138.694465221206","135.124884981773","131.990312645394","136.037833248748","143.376220942029","147.693901435153","151.163621858795","158.908045084263","136.356757863313","151.100176526737","162.753665660528","163.994977033554","162.478724797485","165.487681924366","164.1858624377","",
"Benin","BEN","Trade (% of GDP)","NE.TRD.GNFS.ZS","18.2341998166072","14.1181216852278","13.4771276576628","15.447259020027","17.3805034251725","22.1732736350777","23.0426078397633","27.4380883208416","28.4112293667841","33.2017249500644","39.6379034467417","45.6184127164884","41.1845516067007","41.6121426133332","43.8114045020463","47.9412279615522","44.0197577086964","50.9596855186593","51.0704526504407","54.5381681535616","53.1386195994861","59.8893720979652","57.8573353739462","45.3420118908271","50.5113034919755","60.3012179781571","49.2914176982042","46.2181352147978","45.8868280290306","38.3003673589405","45.7201821451396","51.3447168355486","56.7407458048553","55.3817991336605","64.4004792535565","63.800140010475","56.5177914456367","58.7116296113966","59.5936252981433","64.6700078497675","55.99169035644","57.2759199877844","51.4842649131048","48.7223543924575","46.3702587289626","45.8165601073487","46.8518725129235","57.8049632995456","56.4979180363796","52.7005251850084","60.9929899774057","55.5787589498807","59.6693976598352","69.4615146558203","76.5308886342327","68.018027203948","",
"Burkina Faso","BFA","Trade (% of GDP)","NE.TRD.GNFS.ZS","20.7013700595553","21.2188624397492","21.2379483918704","21.2485012803128","14.3172756393415","16.0292171246163","16.7002191862921","18.8558132843739","21.4921288241186","22.3496083648567","21.5970104218475","25.442556614231","27.688726861213","29.231336311371","32.7936788935997","37.4993707069501","35.2134956783333","38.4035337580082","35.2192484844596","37.5285780653351","40.213028682332","40.7115242526657","39.8197514428109","37.4582972460124","39.7187056640872","40.9475469828696","37.9617294229875","39.4399463300075","38.1296822765951","32.3947599439306","35.4226504401749","33.7962364263647","28.3740163771975","29.6250839534616","39.2292222386411","40.7474714183407","38.1802977691941","37.4164187803511","40.9397835752562","33.7089003948495","34.5123824969857","32.3692329044732","30.8729064656754","30.7325181469586","37.1285844672402","35.5357195534817","36.7782443293135","35.7830323867225","36.285757530702","40.4208553601654","48.8668309061283","58.1539985309232","62.6790761707104","67.3388993165567","66.0565466009737","65.4122429968611","",
"Bangladesh","BGD","Trade (% of GDP)","NE.TRD.GNFS.ZS","19.3039436708071","22.4823523745223","21.554848275691","21.6397630631354","24.1502678104311","23.0293137134448","22.9361029749964","21.9018601093214","19.9371403769383","19.8113211700256","20.8205969538367","17.0190718372794","19.4072895559385","18.3946565109774","14.0496210654104","10.9956261323865","22.3822749296616","19.4221981983695","21.0385149611892","21.9070635430834","23.377231112235","19.2471590909091","20.6069241937352","20.3168806212371","16.8117271749034","18.2221846249994","17.0187425082782","16.6877976312963","17.6780643099612","18.3251740190693","18.9665020125385","18.8898268850747","19.9340055024511","23.1215830698982","22.8658645545703","28.2094960764218","26.0760877233809","26.3255133900833","27.8800634028394","28.3879405571158","29.3217143619038","32.0980170730117","28.9673807211649","27.657884900158","26.8582341492431","34.396934864465","38.1119244325921","39.9423826531735","42.6209140325589","40.092796223023","37.8028426708321","47.4208498356898","48.1109227476789","46.2964027239758","44.5140801968096","42.0859990835216","",
"Bulgaria","BGR","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","66.3964173548912","70.1610468042275","67.4993968221142","74.0878629932986","78.3773116646511","85.9973677186588","83.5035643944016","83.4076531631779","91.4617513059035","94.578970772527","69.847060845197","82.6823876197495","100.049800796813","84.0414854466377","90.7201293759513","101.827166456687","104.368007570909","87.3932411117173","79.1500960073253","90.9577696695834","78.3236193652845","79.3504901544108","75.4651411223633","79.2771072987398","93.2895451373716","99.8734424462008","111.291414173686","122.613849163251","124.266175932045","93.1223384397173","103.207384762541","117.761966915699","124.776324554891","129.714842447284","130.967908582605","128.066637324589","",
"Bahrain","BHR","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","239.348924963302","251.13888334995","225.758688357164","189.632583309598","190.330268981954","191.610232321025","183.523568876884","189.767930827029","172.832411464694","186.273821160598","210.160965794769","180.64181022066","181.124037169727","164.603897100189","155.17817162615","152.464315379845","164.115419261449","148.582078139234","128.48910154402","141.831698808263","135.809015765396","127.02611196662","130.607523233005","128.091486797096","140.737233188148","148.313492997025","147.10185544489","137.785050572304","145.882662049033","117.963725409489","120.472394522656","127.985212569316","122.190085575355","121.221954044314","116.88352034208","","",
"Bahamas, The","BHS","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","148.793828892006","150.180201826045","129.075265039896","133.258443795402","129.75113915177","125.337388329215","124.584487534626","121.895056587134","124.061710865761","121.72295247725","117.126017580178","","111.000326583932","110.120025268478","106.118618136001","101.461563203602","103.359961190168","104.401963792574","104.465441819773","105.856747021336","91.2568313721158","88.9055508110172","86.6985760066658","91.2014630618603","82.9973862341255","80.578229708669","81.4482919688367","87.1055857616409","93.201182109729","100.114643137456","100.704820629797","100.024009749413","87.5307208564246","89.9870789599448","100.962007668177","103.710825689297","100.005700541452","103.791651547173","85.8150879236258","",
"Bosnia and Herzegovina","BIH","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.847227683838","91.8796126648453","107.500043530726","100.630964756317","125.666609057011","121.820629357681","104.19061090981","104.318949933442","95.2767695073556","113.457846454851","109.74013133431","103.244773426647","98.0289377986729","83.5642764969633","86.2137826219006","73.8028294513204","81.0271851426225","87.9088516632132","88.0755566695065","87.8464545133817","90.8028384771823","","",
"Belarus","BLR","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6073903002309","70.264064293915","117.122769064359","151.003734827264","155.374525099476","103.718865988043","96.7748510210635","125.516199461276","122.957751433396","120.835126504442","141.609165955024","137.044930473063","131.002058282291","134.141852273225","142.136510387704","118.88435169233","124.295103889387","128.153877979073","129.599478545475","112.310338455001","120.139339393383","163.336841010682","158.067654620344","123.798899016762","114.590306295622","119.850208410539","",
"Belize","BLZ","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","123.95378690629","128.745463970969","118.549511854951","114.074074074074","132.598387861546","109.777671527612","113.649330700022","123.051889350931","129.866624325183","128.872366790582","122.285437598354","119.119694774755","102.638733742784","96.8752090372876","102.270110871105","97.0720178849822","100.269300534251","108.486456089493","109.509168061276","122.41125289473","126.641616364056","119.967572797761","118.690451367396","120.537080538876","110.742231822956","120.444499652518","127.651145500623","126.596707905968","133.204948797599","112.800196921005","116.282207086921","126.883143002234","129.113187352234","132.184999152493","138.073796103846","135.162354252588","",
"Bermuda","BMU","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.999706185164","77.2691870746085","76.480186266016","75.4166518435904","77.2607832126178","","","",
"Bolivia","BOL","Trade (% of GDP)","NE.TRD.GNFS.ZS","32.6121801927315","31.3443140187853","32.4062563967302","34.7256449489859","34.9287430527115","37.045854293376","38.1057244680236","39.6004836104236","49.0857569387232","49.7398062739261","48.9490235021516","45.7968341785769","45.1315789473684","56.0321291496854","62.0901346785323","58.154952408662","57.5609577639979","56.4206190675276","52.7033855482567","51.5707792927613","46.8130067540957","46.2197717378319","58.4682612528799","52.3558215449165","49.474733747021","41.8927645575655","47.0313619243896","43.622659299485","41.9062514460229","45.6546787096107","46.7032732211903","48.4449664982379","49.1108569698764","47.4671274983013","48.8608514107981","49.7379857027158","49.8562911066617","50.4696634073311","52.2811617688536","44.1682546423174","45.5977751096643","45.2278213515973","49.350260466538","51.9678351389575","57.4642663162886","67.6419424916322","74.5378491112511","76.0613150307255","82.8665882313951","68.6273382240587","75.5113290202791","82.4799075990182","84.948758776195","81.2311192508119","85.2642936088841","67.8028542107064","",
"Brazil","BRA","Trade (% of GDP)","NE.TRD.GNFS.ZS","14.1763320197361","14.6188670166801","9.05773411905174","18.1474542661017","12.0630092764625","13.2916862270444","12.8164043060117","11.5379421311238","12.6109104199433","13.1741168938292","14.4791954967734","14.5512801755657","16.103251255854","17.7732588226592","21.8968474924518","19.0441531301006","16.4683313792368","15.1701161077981","14.5399732261263","16.2994727376357","20.358560531222","19.2198034029422","15.8841617251626","20.4301627867509","21.4719722116083","19.343274227025","15.1711652325925","15.652605863759","16.5807547623932","14.3908776604293","15.1617555617526","16.5909166307269","19.2533435846423","19.5993162912733","19.3329054571035","16.6326622606573","15.6355621382769","16.5761814284169","16.4386527274378","20.9821358798431","22.6397785659661","26.936301259504","27.6183714538269","28.1404417238908","29.6782530966671","27.0867655893529","26.0416692606196","25.2925544331559","27.2576108518771","22.1059753258287","22.5174016070623","23.716417698869","24.8108787676512","25.6347885950318","25.1074585348785","27.3674142985184","",
"Barbados","BRB","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","112.162469356147","101.29461015489","102.750481596833","110.472704289134","109.995591884779","101.189095035032","87.5170026659775","72.2094695478952","76.551058900591","79.3777498555443","79.4944648832793","75.5645926886857","76.8245368876041","80.9684000328779","83.4227040850333","90.0703563213938","91.5491384841935","93.8520062054807","86.2884399028083","86.4283797455807","88.7760256043496","84.6410371980543","81.8096823997825","88.2939431747529","90.216720959143","95.66340847232","94.5918970680264","93.7074762964302","98.4459074384752","85.8515102299064","96.5766684982804","91.4435206609135","89.5169372323132","85.1837682320594","85.6461647285883","83.8569051051442","",
"Brunei Darussalam","BRN","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","107.407690543536","113.485417268265","111.913768095333","110.722059241033","109.48541402428","109.199455478834","105.025773195876","106.856740202721","106.569503040929","107.25144327232","","","","","","97.0192105593723","99.0753800344774","106.849100860047","105.781364636831","106.526982212843","99.4874259170271","115.543964232489","120.573963676695","115.67966826487","107.87610619469","104.219571630114","103.171625469555","108.718870678156","108.747969082215","105.258467568503","100.589570685232","97.4576166216243","96.9411493596989","95.7504672644039","105.913844072184","108.572636487672","95.3718566078117","99.5365403596103","105.637944796874","110.936878837404","99.2256280248905","84.8970637867027","",
"Bhutan","BTN","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","51.3479721963706","63.4785237107963","61.3938858648206","57.8312359709116","58.0612021643078","66.1305839633803","70.0522366391781","61.6385014393624","77.1890437745484","66.0154058796115","57.4829835555202","72.2810297721311","87.8903326587381","75.6620331296629","68.9547840069737","80.3984622015262","81.1564493428122","82.0206934423105","82.5175996793296","81.8156737632596","82.4693557702914","75.8338910906197","69.5595362400692","70.3578091237536","89.3702595946132","101.815375367522","129.629540664664","83.2567308202856","106.749451994739","106.906126982571","113.183993820434","111.691583284285","101.763927226458","102.735475201749","93.6226199498435","92.8572256360245","",
"Botswana","BWA","Trade (% of GDP)","NE.TRD.GNFS.ZS","65.9195781147001","69.7418276611398","72.7650318789505","76.3398001952537","77.387712439321","82.3170731707317","80.2168021680217","75.3873411098824","86","75.3375337533753","85.5692530819434","94.7136563876652","97.9150275373721","100.796695190322","105.698485212792","107.386255473063","116.707882534776","120.210387902696","120.584926884139","119.372942232864","119.501546297981","121.235392320534","123.836180087077","124.649064820936","118.773470717855","117.522808175582","117.459589590737","123.571753295954","114.451590222921","105.360864562126","104.847320396747","99.5583853464229","89.7512545868151","86.2082050096699","88.1806097283683","94.595171646002","90.955575275056","108.604415150755","101.841039320292","98.9290812021418","91.924729689918","87.5250655680957","91.8357740585774","85.8340425151264","90.9978228872631","88.5053520573505","86.3345889171215","95.1046387229602","96.7159102863072","86.6860198545139","94.8997962938035","101.360470583306","108.651564210201","123.787451518879","117.513594323331","105.946148030354","",
"Central African Republic","CAF","Trade (% of GDP)","NE.TRD.GNFS.ZS","57.4545367418192","62.2516545984826","62.2950725665156","63.7223974454916","69.2528596784602","64.7696449864499","70.8762886597938","73.2009677419355","73.9435231051187","64.933122360612","73.5008478028886","67.2226952791009","58.7478877440636","65.1049252125144","71.0729370672464","61.0503166351623","51.5134770679399","59.5293038235671","57.3060779001441","57.5655068303631","66.3023280832322","58.4431938924067","56.4022587335688","60.7652604197473","58.8956716431012","53.6444942027307","46.8090580912756","46.3944345628938","42.7986346311062","46.7670475619484","42.9429835183745","43.7093216871222","43.2290760804125","39.9886220219109","48.4180322318527","50.4758911171183","47.0844050293092","55.8185083614851","51.0495318767161","43.212343897896","45.6597819937269","39.7304997372329","36.1085647794782","36.2312260023474","33.2439549188203","34.7348850658897","36.3958497221677","37.5685130833261","34.4375514649061","33.9200968903748","38.3170635219346","33.2831783989625","33.2096656308712","39.4564261277737","50.5926182667035","47.1906235599653","",
"Canada","CAN","Trade (% of GDP)","NE.TRD.GNFS.ZS","35.1016149255244","35.804682056991","35.5754619200881","35.7025465590085","37.3421414767856","37.1892288290064","38.6433733658693","39.520996594418","41.1798979624839","42.3883808000031","41.3028289164877","40.47707640957","41.6431738006748","44.110426690141","47.9709393107144","45.7457385257029","44.1653433043191","45.6684338342554","48.791812808131","52.2050242281621","53.2960882602348","52.114697878901","46.6025291320749","46.689826562876","52.4748882655467","52.8621191587612","53.0824673467442","50.8698677800974","51.3631464395477","50.0493254372775","49.9670272742883","49.2020770736772","52.7174558217031","58.2448751557867","64.3982890588684","69.0974253684981","70.2995135486446","74.3850550170262","78.1588507353608","80.1939557332526","82.8577260109944","78.4063200073652","75.7326903481603","69.8434394532578","70.1805468539895","69.709843418761","67.9811849160338","66.1920443943943","66.9242305902937","58.348246898457","60.0607292686317","62.3286223912692","62.3971367253161","62.1450877368218","64.2562275632107","65.3800154087556","",
"Central Europe and the Baltics","CEB","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0888315372113","55.4383913539446","63.5853101601442","58.5784165032374","58.5255919966411","67.827699393639","70.1811679628673","74.5465505233496","74.7206486969204","74.6841466144234","83.8451471057742","84.3394249942751","83.1860512949348","87.1750897944043","94.0307073832102","96.5766711921551","104.585935639371","106.654354021403","105.272095958513","94.1293866415372","105.495897638959","114.343603937622","117.924181511359","119.073663557488","122.429736441421","123.756789361383","",
"Switzerland","CHE","Trade (% of GDP)","NE.TRD.GNFS.ZS","54.5158250648568","55.8302884047897","55.7154734454787","54.9017529939724","54.8715362748046","54.5277284354735","54.9043545446454","54.019131972861","56.2412620383239","60.0482109164962","","","","","","","","","","","85.457937830221","84.8391733943201","79.8389844019072","80.5013424810154","84.6561402968596","87.228771327562","82.1430975963365","80.6132950619837","82.6943208681565","87.040042359356","82.3691452183701","79.0889108189916","78.6057126078072","77.7867878682082","77.6198099628356","77.3043508386343","79.8249737454158","89.3505207996207","88.8864692578485","90.0976348267367","98.2486749408374","96.1650336274149","91.2411931388273","89.7637003875693","94.1425911830423","100.615098134519","104.938636236985","111.894976100069","115.365096307821","107.322090001305","117.77154292799","123.076429337135","124.243368210568","132.498413964196","117.933809851844","114.092346182938","",
"Channel Islands","CHI","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Trade (% of GDP)","NE.TRD.GNFS.ZS","29.1754567081108","28.0966524845468","25.5466993664419","26.759134342004","25.9615028001335","26.1643118785976","28.5079600148093","27.3972602739726","27.1325796505653","30.6426443467159","28.6334913112164","23.0527686298537","23.0564341601465","29.1219134093677","40.0882090437071","52.8482043293082","45.9208181493652","43.0437603977048","44.5086214822612","49.3846027878173","49.7978282829969","43.1714221226723","40.6220570507109","45.3273724600076","49.5765681700471","53.8604568598256","55.120087716194","57.3480379640433","61.501026126047","66.040175332232","64.5357038226864","60.1666833332704","57.9809526503071","55.2420433999338","54.8121199223136","56.4054265989568","56.2419485250465","56.2868354810389","55.8658928416146","56.9237828453255","57.8651977076556","61.4142803380765","61.9370713273754","65.1223756544093","68.2588139839631","69.9673889638135","71.9447538380245","75.7878727240471","81.0413812628665","66.7684497421072","69.7292983830002","72.9471999564089","68.8127223754656","65.3700572185398","65.9439000155231","60.2334779887758","",
